time_value	hz	ex	ey	
11.0563	1.99429e+06	-4257.97	1.51617e+06	
11.0851	2.16934e+06	-2388.43	1.40297e+06	
11.114	2.33586e+06	-472.03	1.28561e+06	
11.1429	2.49297e+06	1509.13	1.16486e+06	
11.1717	2.63991e+06	3539.66	1.04141e+06	
11.2006	2.77607e+06	5575.33	916011	
11.2295	2.90079e+06	7590.09	789412	
11.2583	3.01343e+06	9592.6	662322	
11.2872	3.1135e+06	11591.6	535371	
11.3161	3.20053e+06	13566.3	409197	
11.3449	3.27409e+06	15478.7	284469	
11.3738	3.33382e+06	17305.3	161794	
11.4027	3.3795e+06	19049.7	41732	
11.4315	3.41092e+06	20720.2	-75137.7	
11.4604	3.42791e+06	22298.9	-188261	
11.4893	3.43044e+06	23747.9	-297180	
11.5181	3.41858e+06	25048	-401471	
11.547	3.39235e+06	26208.5	-500708	
11.5759	3.35185e+06	27235.9	-594539	
11.6047	3.29733e+06	28112.1	-682685	
11.6336	3.22911e+06	28809.7	-764854	
11.6625	3.14752e+06	29316.2	-840771	
11.6913	3.05295e+06	29639.6	-910263	
11.7202	2.9459e+06	29792.2	-973205	
11.7491	2.8269e+06	29765.8	-1.02946e+06	
11.7779	2.69652e+06	29535.6	-1.07895e+06	
11.8068	2.55539e+06	29093.2	-1.12168e+06	
11.8357	2.40418e+06	28459.4	-1.15764e+06	
11.8645	2.24365e+06	27652.3	-1.18681e+06	
11.8934	2.07456e+06	26662.9	-1.20928e+06	
11.9223	1.89772e+06	25475.6	-1.22522e+06	
11.9512	1.714e+06	24096.3	-1.23475e+06	
11.98	1.52429e+06	22549.6	-1.238e+06	
12.0089	1.32942e+06	20855.3	-1.23517e+06	
12.0378	1.13022e+06	19013.1	-1.2265e+06	
12.0666	927642	17015.6	-1.21221e+06	
12.0955	722649	14874.2	-1.19259e+06	
12.1244	516104	12621.5	-1.16794e+06	
12.1532	308925	10281.3	-1.13856e+06	
12.1821	102087	7854.61	-1.10475e+06	
12.211	-103522	5341.6	-1.06685e+06	
12.2398	-307062	2762.52	-1.02521e+06	
12.2687	-507629	150.207	-980133	
12.2976	-704354	-2470.66	-931925	
12.3264	-896469	-5093.08	-880954	
12.3553	-1.08318e+06	-7715.17	-827592	
12.3842	-1.26369e+06	-10316.9	-772207	
12.413	-1.43731e+06	-12860.7	-715157	
12.4419	-1.60346e+06	-15320.9	-656786	
12.4708	-1.76146e+06	-17697.8	-597420	
12.4996	-1.91065e+06	-19989.8	-537386	
12.5285	-2.05054e+06	-22170.7	-476981	
12.5574	-2.18068e+06	-24206.5	-416475	
